
PAW Database : abra.z80

Extracted by UNPAWS32 v2.1

General data
------------

Locations                           34
     LINE       -014  002 
     PLOT        064  150 
     LINE       -001  016 
     PLOT        063  127 
     LINE       -002 -020 
     PLOT        062  087 
     LINE        001 -018 
     PLOT        191  087 
     LINE        000 -018 
     PLOT        191  110 
     LINE        001  020 
     PLOT        192  152 
     LINE       -001  014 
     PLOT        184  071 
     LINE       -115  000 
     PLOT        063  166 
     LINE       -003 -022 
     LINE       -002 -028 
     LINE        001 -034 
     LINE        002 -015 
     SHADE      -002  002  000 
     SHADE      -003  024  000 
     SHADE      -005  056  000 
     SHADE      -004  080  000 
     SHADE      -001  088  000 
     LINE        010 -001 
     LINE        014 -002 
     LINE       -029  000 
     SHADE       005  001  000 
     PLOT        191  165 
     LINE        004 -019 
     LINE        002 -029 
     LINE       -001 -027 
     LINE       -003 -022 
     SHADE       002  000  000 
     SHADE       004  024  000 
     SHADE       005  048  000 
     SHADE       005  080  000 
     SHADE       000  096  000 
     LINE       -005 -002 
     LINE       -012 -002 
     LINE        021  000 
     SHADE      -005  001  000 
     BRIGHT      000
     PLOT        200  085 
     LINE        014  000 
     PLOT        201  108 
     LINE        013 -001 
     PLOT        201  129 
     LINE        014  001 
     PLOT        201  150 
     LINE        012  000 
     PLOT        054  150 
     LINE       -014  000 
     PLOT        053  129 
     LINE       -012 -001 
     PLOT        053  106 
     LINE       -013  000 
     PLOT        053  085 
     LINE       -012 -001 
     ABS MOVE    074  097 
     BLOCK       000  013  009  009 
     PLOT        158  096 
     LINE       -062  000 
     PLOT        098  097 
     LINE        057  000 
     PLOT        072  097 
     LINE        003 -001 
     LINE        006  000 
     LINE        008 -001 
     LINE        008  001 
     LINE        068  000 
     LINE        011 -001 
     LINE        007  001 
     PAPER       005
     BRIGHT      001
     ABS MOVE    073  089 
     BLOCK       002  013  009  010 
     LINE        004 -001 
     PLOT        080  084 
     LINE       -003 -001 
     PLOT        074  081 
     LINE       -001  001 
     PLOT        175  087 
     LINE        004  001 
     PLOT        183  083 
     LINE       -005  001 
     BRIGHT      000
     ABS MOVE    074  164 
     BLOCK       007  013  009  001 
     INK         004
     PLOT        072  118 
     LINE        005 -001 
     LINE        003 -005 
     LINE        004  000 
     LINE        003 -008 
     LINE       -015  000 
     FILL        002  002 
     PLOT        097  104 
     LINE        003  002 
     LINE        002 -001 
     LINE        001  002 
     LINE        003  002 
     LINE        002 -002 
     LINE        002  003 
     LINE        003 -001 
     LINE        004  005 
     LINE        005 -002 
     LINE        005 -003 
     LINE        002 -003 
     LINE        004  000 
     LINE        002  002 
     LINE        003 -001 
     LINE        004  005 
     LINE        004  000 
     LINE        002 -004 
     LINE        002 -001 
     LINE        006  001 
     LINE        005  002 
     LINE        003  000 
     LINE        002 -003 
     LINE        003 -001 
     LINE        004  003 
     LINE        004  003 
     LINE        002  003 
     LINE        004 -001 
     LINE        000 -010 
     LINE       -085  000 
     FILL        007  001 
     FILL        047  002 
     FILL        063  003 
     FILL        081  001 
     FILL        066  002 
     PLOT    o   163  109 
     PLOT        130  107 
     PLOT        131  108 
     PLOT        132  107 
     PLOT        133  109 
     PLOT        133  110 
     PLOT        127  110 
     PLOT        128  111 
     PLOT        124  111 
     PLOT        123  113 
     PLOT        121  115 
     PLOT        119  113 
     PLOT        117  115 
     PLOT        116  115 
     PLOT        115  114 
     PLOT        112  111 
     PLOT        111  112 
     PLOT        110  111 
     ABS MOVE    110  111 
     PLOT        107  109 
     PLOT        105  110 
     PLOT        103  109 
     PLOT        140  113 
     PLOT        143  113 
     PLOT        143  114 
     PLOT        144  114 
     PLOT        145  113 
     PLOT        148  112 
     PLOT        150  110 
     PLOT        151  112 
     PLOT        154  109 
     PLOT        155  110 
     PLOT        156  109 
     PLOT        159  112 
     PLOT        160  111 
     PLOT        175  112 
     PLOT        177  115 
     PLOT        179  117 
     PLOT        180  116 
     PLOT        182  115 
     PLOT        129  112 
     LINE        005  002 
     LINE        002  005 
     LINE        004  006 
     LINE        003  006 
     LINE        005 -004 
     LINE        004 -008 
     PLOT        151  124 
     LINE        004  005 
     LINE        006 -007 
     LINE        007  009 
     LINE        006 -009 
     LINE        004  007 
     LINE        005 -004 
     PLOT        183  120 
     LINE       -008  000 
     LINE        000 -008 
     LINE       -023  000 
     LINE        000  008 
     LINE       -014  000 
     INK         000
     FILL        002  002 
     FILL        017  000 
     FILL        032  000 
     PLOT        135  115 
     LINE        000 -003 
     LINE       -004  000 
     PLOT        133  113 
     LINE        002  000 
     INK         004
     PAPER       000
     PLOT        134  110 
     PLOT        139  112 
     PLOT        144  115 
     PLOT        149  110 
     PLOT        154  110 
     PLOT        161  111 
     PLOT        173  111 
     PLOT        178  116 
     PLOT        138  110 
     PAPER       005
     INK         000
     PLOT     i  150  124 
     LINE     i -002 -004 
     PLOT     i  160  122 
     LINE     i  003 -004 
     LINE     i  002 -004 
     PLOT     i  173  122 
     LINE     i -002 -004 
     PLOT        171  126 
     LINE     i -006 -014 
     INK         004
     PAPER       000
     LINE     i -003 -008 
     PLOT     i  147  109 
     LINE     i -002 -004 
     PLOT     i  182  109 
     LINE     i -003 -002 
     LINE     i -001 -003 
     INK         000
     PAPER       005
     PLOT        095  104 
     LINE       -002  007 
     LINE       -006  009 
     LINE       -006  006 
     LINE       -002 -004 
     PLOT        079  124 
     LINE       -003  005 
     LINE       -001  004 
     LINE       -002 -005 
     LINE       -001  010 
     PLOT        072  120 
     LINE        015  000 
     FILL       -004  001 
     FILL       -015  003 
     PLOT        088  115 
     LINE        000 -011 
     LINE        006  000 
     FILL       -005  001 
     FILL       -001  005 
     FILL       -003  008 
     PLOT     i  075  130 
     LINE     i -001 -006 
     PLOT     i  078  124 
     LINE     i -001 -003 
     PAPER       000
     INK         004
     PLOT        086  110 
     PLOT        084  117 
     PLOT        078  118 
     PLOT     i  079  111 
     LINE     i -001 -004 
     LINE     i -003  006 
     LINE     i -003 -001 
     PLOT     i  085  104 
     LINE     i -001  005 
     LINE     i -002  003 
     PAPER       005
     INK         007
     PLOT        099  157 
     LINE       -001 -002 
     LINE        003 -002 
     LINE        006 -001 
     LINE        009  002 
     LINE        008 -003 
     LINE        007  002 
     LINE        012  001 
     LINE       -009  002 
     LINE       -003  001 
     LINE       -003  002 
     LINE       -004  000 
     LINE       -010  001 
     LINE       -012 -001 
     LINE       -003 -001 
     FILL        003 -001 
     PLOT     i  103  153 
     LINE     i -001  002 
     PLOT     i  114  154 
     LINE     i -001  002 
     LINE     i  004  002 
     LINE     i  004  001 
     PLOT     i  122  152 
     LINE     i -001  001 
     PLOT     i  126  152 
     LINE     i  003  001 
     PLOT     i  107  159 
     LINE     i -002 -001 
     PLOT     i  132  153 
     PLOT     i  133  154 
     PLOT     i  134  153 
     PLOT     i  135  154 
     PLOT     i  136  153 
     PLOT     i  124  152 
     PLOT     i  122  152 
     PLOT     i  120  152 
     PLOT     i  118  154 
     PLOT     i  116  154 
     PLOT     i  111  153 
     PLOT     i  108  152 
     PLOT     i  107  153 
     PLOT     i  105  153 
     PLOT     i  104  152 
     PLOT     i  101  154 
     PLOT     i  100  153 
     PLOT     i  099  154 
     PLOT     i  100  155 
     PLOT     i  099  156 
     PLOT     i  098  155 
     PLOT        146  154 
     PLOT        149  154 
     PLOT        152  154 
     PLOT        154  150 
     LINE       -003 -001 
     LINE       -001 -002 
     LINE        005 -002 
     LINE        004  002 
     LINE        002  002 
     LINE       -007  001 
     LINE        009 -001 
     PLOT        166  149 
     PLOT        169  149 
     FILL       -012 -001 
     PLOT     i  158  147 
     PLOT     i  157  148 
     PLOT     i  156  147 
     PLOT     i  157  146 
     PLOT     i  155  146 
     PLOT     i  154  147 
     PLOT     i  153  146 
     PLOT     i  152  147 
     PLOT     i  153  148 
     INK         006
     PLOT        111  161 
     LINE        001  003 
     LINE        002  003 
     LINE        011  000 
     LINE        002 -004 
     LINE        001 -003 
     LINE       -008  000 
     FILL       -001  001 
     END

Location  14 graphics flags: Subroutine. Ink=7 Paper=1 Bit6=0

Location  15 graphics flags: Subroutine. Ink=7 Paper=1 Bit6=0

Location  16 graphics flags: Picture.    Ink=7 Paper=0 Bit6=0
     GOSUB    sc=000  010 
     PLOT        040  099 
     LINE        000  024 
     PLOT        059  167 
     LINE        072  000 
     PLOT        143  167 
     LINE        032  000 
     LINE        000  000 
     SHADE      -024 -008  016 
     SHADE      -090 -001  016 
     LINE        033  000 
     SHADE      -020 -008  016 
     LINE        000  000 
     SHADE      -028 -032  016 
     SHADE      -030 -008  017 
     SHADE      -008 -008  016 
     SHADE      -038 -024  016 
     SHADE      -047 -032  016 
     SHADE      -054 -032  016 
     END

Location  17 graphics flags: Picture.    Ink=7 Paper=0 Bit6=0
     GOSUB    sc=000  018 
     END

Location  18 graphics flags: Picture.    Ink=7 Paper=0 Bit6=0
     GOSUB    sc=000  001 
     PLOT        063  072 
     LINE        002  043 
     LINE        004  020 
     LINE        015  021 
     PLOT        192  072 
     LINE       -002  044 
     LINE       -004  016 
     LINE       -007  013 
     LINE       -011  011 
     LINE       -009  005 
     LINE       -016  005 
     LINE       -015  001 
     LINE       -020 -001 
     LINE       -013 -003 
     LINE       -011 -007 
     PLOT        063  072 
     LINE       -023  000 
     PLOT        192  072 
     LINE        023  000 
     PLOT        064  088 
     PLOT        064  072 
     LINE        007  007 
     LINE        001  043 
     LINE        003  016 
     LINE        010  016 
     LINE        009  008 
     PLOT        191  072 
     LINE       -007  007 
     LINE       -001  044 
     LINE       -004  016 
     LINE       -006  008 
     LINE       -007  008 
     LINE       -007  005 
     PLOT        073  104 
     LINE        109  000 
     PLOT        107  165 
     LINE        004 -001 
     LINE        006 -004 
     LINE        004 -006 
     LINE        003 -011 
     LINE       -001 -009 
     LINE       -002 -008 
     LINE       -004 -006 
     LINE       -006 -005 
     LINE       -011 -002 
     LINE       -008  002 
     LINE       -007  005 
     LINE       -004  009 
     LINE       -002  009 
     LINE        001  008 
     PLOT        127  141 
     LINE        001  007 
     LINE        002  006 
     LINE        004  005 
     LINE        005  004 
     LINE        006  002 
     PLOT        127  141 
     LINE        001 -007 
     LINE        002 -009 
     LINE        004 -005 
     LINE        006 -004 
     LINE        008 -002 
     LINE        009  002 
     LINE        008  006 
     LINE        002  003 
     LINE        002  006 
     LINE        001  011 
     LINE       -003  012 
     PLOT        174  144 
     LINE       -001 -007 
     LINE        002 -009 
     LINE        003 -006 
     LINE        005 -005 
     PLOT        105  164 
     LINE        007 -003 
     LINE        003 -002 
     LINE        004 -006 
     LINE        003 -012 
     LINE       -002 -011 
     LINE       -003 -007 
     LINE       -006 -006 
     LINE       -010 -002 
     LINE       -009  002 
     LINE       -005  004 
     LINE       -004  008 
     LINE       -002  010 
     LINE        001  009 
     PLOT        148  164 
     LINE       -006 -002 
     LINE       -006 -003 
     LINE       -004 -006 
     LINE       -003 -011 
     LINE        001 -010 
     LINE        002 -007 
     LINE        004 -004 
     LINE        006 -004 
     LINE        008 -001 
     LINE        005  001 
     LINE        005  004 
     LINE        003  002 
     LINE        003  005 
     LINE        001  009 
     LINE        001  006 
     LINE       -002  006 
     LINE       -001  006 
     PLOT        176  143 
     LINE       -001 -008 
     LINE        002 -006 
     LINE        002 -005 
     LINE        004 -005 
     PLOT        167  145 
     LINE       -006 -015 
     LINE       -005 -008 
     LINE       -009 -006 
     FILL        012  005 
     PLOT        121  145 
     LINE       -007 -016 
     LINE       -005 -006 
     LINE       -010 -006 
     FILL        008  001 
     LINE       -016  032 
     PLOT        089  157 
     LINE        022 -040 
     PLOT        099  164 
     LINE        018 -034 
     PLOT        113  160 
     LINE        008 -019 
     PLOT        151  117 
     LINE       -020  035 
     PLOT        131  132 
     LINE        005 -011 
     PLOT        140  160 
     LINE        021 -037 
     PLOT        153  162 
     LINE        012 -024 
     PLOT        176  138 
     LINE        005 -008 
     PLOT        138  116 
     LINE       -003  002 
     LINE       -004  004 
     LINE       -001  002 
     LINE       -002  004 
     LINE       -001  009 
     LINE       -001  007 
     LINE        002  006 
     LINE        002  006 
     LINE        002  002 
     PLOT        172  140 
     LINE        002 -013 
     LINE        006 -008 
     LINE        002 -002 
     PLOT        089  116 
     LINE       -005  004 
     LINE       -003  007 
     LINE       -002  008 
     LINE       -001  007 
     LINE        000 -009 
     LINE        001 -003 
     LINE        001 -004 
     LINE        003 -005 
     SHADE      -015 -016  000 
     SHADE       104 -024  000 
     PLOT        215  073 
     LINE        000 -009 
     LINE       -175  000 
     LINE        000  008 
     SHADE       088  000  051 
     PLOT        112  111 
     LINE        024  000 
     PLOT        128  111 
     LINE        000  006 
     PLOT        131  117 
     LINE       -012  000 
     PLOT        121  117 
     LINE        000  006 
     PLOT        121  110 
     LINE        000 -004 
     PLOT        160  111 
     LINE        019  000 
     PLOT        175  112 
     LINE        000  005 
     PLOT        177  117 
     LINE       -013  000 
     PLOT        168  117 
     LINE        000  006 
     PLOT        168  111 
     LINE        000 -004 
     PLOT        088  106 
     LINE       -013  000 
     PLOT        080  107 
     LINE        000  004 
     PLOT        083  111 
     LINE       -010  000 
     PLOT        075  111 
     LINE        000  006 
     PLOT        078  117 
     LINE       -006  000 
     PAPER       002
     INK         000
     ABS MOVE    075  111 
     BLOCK       003  013  009  005 
     ABS MOVE    081  137 
     BLOCK       001  011  010  003 
     ABS MOVE    089  153 
     BLOCK       000  009  011  002 
     ABS MOVE    106  161 
     BLOCK       000  004  013  001 
     ABS MOVE    073  099 
     BLOCK       000  013  009  009 
     BLOCK       002  001  009  009 
     BLOCK       001  004  009  009 
     ABS MOVE    181  098 
     BLOCK       002  001  021  009 
     BLOCK       001  004  018  009 
     PLOT        126  156 
     LINE        000  004 
     PLOT        120  160 
     LINE        012  000 
     LINE        000  005 
     PLOT        135  165 
     LINE       -012  000 
     PLOT        126  165 
     LINE        000  002 
     BRIGHT      001
     ABS MOVE    045  163 
     BLOCK       012  003  005  001 
     BLOCK       003  004  005  001 
     BLOCK       001  005  005  001 
     BLOCK       000  007  005  001 
     ABS MOVE    209  069 
     BLOCK       012  003  023  001 
     BLOCK       001  017  009  012 
     ABS MOVE    113  083 
     BLOCK       000  006  014  011 
     BLOCK       000  003  011  011 
     BLOCK       001  003  014  010 
     ABS MOVE    181  166 
     BLOCK       000  004  018  001 
     BLOCK       001  001  021  001 
     BLOCK       003  000  022  001 
     PLOT        199  111 
     LINE        009  000 
     PLOT        207  111 
     LINE       -003 -016 
     PLOT        200  110 
     LINE        003 -017 
     LINE        001  017 
     SHADE       001 -001  000 
     FILL       -002  000 
     SHADE       000 -009  000 
     PLOT        056  111 
     LINE       -009  000 
     PLOT        048  110 
     LINE        003 -017 
     PLOT        055  110 
     LINE       -003 -019 
     PLOT        051  110 
     LINE       -001 -015 
     SHADE       000  009  000 
     FILL        002  002 
     INK         006
     PLOT        055  112 
     LINE       -002  007 
     LINE       -001 -007 
     PLOT        049  112 
     LINE        002  014 
     LINE        000 -013 
     PLOT        200  112 
     LINE        002  007 
     LINE        000 -006 
     LINE        004 -001 
     LINE       -003  014 
     LINE        001 -013 
     END

Location  19 graphics flags: Picture.    Ink=7 Paper=0 Bit6=0
     GOSUB    sc=000  001 
     INK         004
     PLOT        063  095 
     LINE       -005 -001 
     LINE       -003 -003 
     LINE        003 -001 
     LINE        001 -003 
     LINE        004  000 
     LINE        003 -002 
     LINE        007 -002 
     LINE        006  002 
     LINE        006 -001 
     LINE        007  001 
     LINE        004  002 
     PLOT        064  095 
     LINE        021  001 
     LINE        002  004 
     LINE        002  003 
     LINE        005  001 
     LINE       -001  004 
     LINE       -003  004 
     LINE        006 -004 
     LINE        003 -006 
     PLOT        099  105 
     LINE        005 -001 
     LINE        008 -002 
     LINE        012  001 
     LINE        012  003 
     LINE        012  006 
     LINE        011  007 
     LINE        013  004 
     LINE        010  000 
     LINE        008 -006 
     LINE        008 -012 
     LINE        003 -010 
     LINE       -001 -009 
     LINE       -004 -006 
     LINE       -010 -004 
     LINE       -026 -001 
     LINE       -048  003 
     PLOT        097  087 
     LINE        006 -002 
     LINE       -007 -005 
     LINE       -002 -003 
     LINE        011 -001 
     LINE        003  002 
     LINE        005  001 
     FILL        003  003 
     FILL       -040  008 
     LINE     i  000  000 
     LINE     i  048  003 
     LINE     i  020  005 
     LINE     i  007  005 
     LINE     i  004  008 
     LINE     i  001  008 
     LINE     i -003  008 
     PLOT        101  084 
     LINE     i  015  002 
     LINE     i  006  003 
     LINE     i  005  003 
     LINE     i  005  001 
     LINE     i  005 -002 
     LINE     i  002 -004 
     PLOT     i  179  112 
     LINE     i -006  001 
     LINE     i -006 -002 
     LINE     i -004 -007 
     LINE     i -001 -013 
     LINE     i -002 -005 
     LINE     i -004 -001 
     LINE     i -007  001 
     LINE     i -006 -004 
     PLOT     i  096  077 
     LINE     i  002  002 
     PLOT     i  099  077 
     LINE     i  002  002 
     PLOT     i  103  076 
     LINE     i  001  003 
     PLOT     i  061  088 
     LINE     i  002  001 
     LINE     i  002 -001 
     PLOT     i  059  093 
     LINE     i -001 -001 
     PLOT     i  062  095 
     LINE     i  002 -001 
     LINE     i  003  001 
     PLOT        063  096 
     LINE        001  004 
     LINE        002  003 
     LINE        000 -007 
     FILL       -002  000 
     PLOT        069  096 
     LINE        000  002 
     LINE        002  002 
     LINE       -001 -004 
     PLOT     i  070  095 
     LINE       -001  000 
     PLOT        093  109 
     LINE       -001  001 
     PLOT        091  104 
     LINE        000  003 
     LINE       -003  003 
     LINE        002 -006 
     LINE        000  003 
     PLOT     i  065  086 
     LINE     i  006  001 
     LINE     i  004 -001 
     LINE     i  005  003 
     LINE     i  005  000 
     PLOT     i  087  095 
     LINE     i  002 -001 
     LINE     i  003  000 
     PLOT        070  087 
     LINE     i  001 -002 
     PLOT     i  076  087 
     LINE     i  000 -002 
     INK         007
     ABS MOVE    066  101 
     PLOT        092  096 
     LINE     i  002  000 
     LINE     i  001  004 
     LINE     i  000  002 
     LINE     i -002  001 
     PLOT     i  091  103 
     LINE     i -003 -007 
     BLOCK       000  001  010  009 
     PLOT     i  090  103 
     LINE     i -002  000 
     PLOT     i  091  098 
     LINE     i  001  002 
     LINE     i  000 -002 
     PLOT     i  088  100 
     LINE     i -001 -002 
     PLOT     i  085  096 
     LINE     i -005  000 
     INK         004
     PLOT     i  091  095 
     LINE     i  002  000 
     PLOT     i  086  095 
     LINE     i  001 -003 
     LINE     i  004 -001 
     PLOT     i  103  104 
     LINE        005  003 
     LINE        005 -003 
     LINE        005  001 
     LINE        004  005 
     LINE        009 -002 
     LINE        004  002 
     LINE        004  007 
     LINE        008 -002 
     LINE        004  004 
     LINE        004  007 
     LINE        009 -003 
     LINE        005  004 
     LINE        005 -002 
     LINE        004  001 
     LINE        003 -002 
     PLOT     i  104  103 
     LINE     i  002 -003 
     PLOT     i  074  095 
     LINE     i  001 -002 
     PLOT     i  073  094 
     PLOT     i  072  095 
     PLOT     i  074  093 
     PLOT     i  072  093 
     PLOT     i  071  094 
     PLOT     i  069  094 
     PLOT     i  068  095 
     PLOT     i  067  094 
     PLOT     i  077  096 
     PLOT     i  078  095 
     PLOT     i  079  096 
     PLOT     i  080  095 
     PLOT     i  082  095 
     PLOT     i  083  094 
     PLOT     i  084  093 
     PLOT     i  082  093 
     PLOT     i  081  092 
     PLOT        162  100 
     LINE     i -001 -006 
     LINE     i  000 -004 
     LINE     i -002 -003 
     LINE     i -002 -001 
     LINE     i -004  000 
     PLOT     i  158  087 
     LINE     i  002  004 
     PLOT     i  122  090 
     LINE     i -007 -003 
     LINE     i -006 -001 
     END

Location  20 graphics flags: Subroutine. Ink=7 Paper=1 Bit6=0

Location  21 graphics flags: Subroutine. Ink=7 Paper=1 Bit6=0

Location  22 graphics flags: Subroutine. Ink=7 Paper=1 Bit6=0

Location  23 graphics flags: Picture.    Ink=7 Paper=0 Bit6=0
     GOSUB    sc=000  001 
     INK         002
     PLOT        112  134 
     LINE        001  002 
     LINE        003  001 
     LINE        003 -001 
     LINE        001 -008 
     LINE       -001 -008 
     LINE       -005 -001 
     LINE       -002  001 
     LINE       -001  013 
     PLOT        130  136 
     LINE        004  001 
     LINE        002 -002 
     PLOT        136  121 
     LINE       -003 -002 
     LINE       -004  001 
     LINE       -001  003 
     LINE       -001  011 
     LINE        002  002 
     PLOT        136  135 
     LINE        000 -014 
     PLOT        110  139 
     LINE        001  012 
     LINE       -002  010 
     LINE        005 -007 
     LINE        004 -011 
     LINE        003 -001 
     LINE        004  001 
     LINE        004 -001 
     LINE        002  010 
     LINE        004  009 
     LINE        003 -022 
     LINE        002 -013 
     LINE       -002 -031 
     LINE       -003 -018 
     LINE       -002 -005 
     PLOT        110  138 
     LINE       -001 -022 
     LINE        002 -028 
     LINE        002 -012 
     LINE        002 -004 
     LINE        009  001 
     LINE        009 -001 
     FILL       -008  040 
     FILL       -021  064 
     PLOT     i  120  124 
     LINE     i -001 -010 
     LINE     i -003 -012 
     LINE     i  001 -003 
     LINE     i  006 -003 
     LINE     i  006  003 
     LINE     i  001  005 
     LINE     i -003  020 
     LINE     i -001  011 
     LINE     i  002  003 
     LINE     i  005  002 
     PLOT     i  132  139 
     LINE     i -005 -003 
     PLOT     i  121  125 
     LINE     i  000  010 
     LINE     i -003  003 
     LINE     i -004  001 
     PLOT     i  115  138 
     LINE     i  005 -002 
     PLOT     i  119  104 
     LINE     i -001 -002 
     PLOT     i  126  103 
     LINE     i  001 -002 
     PLOT     i  129  119 
     LINE     i  003 -002 
     LINE     i  003  000 
     PLOT     i  128  118 
     LINE     i  003 -003 
     LINE     i  003 -001 
     PLOT     i  119  119 
     LINE     i -006 -002 
     PLOT     i  118  119 
     LINE     i -002 -004 
     LINE     i -004 -001 
     PLOT     i  129  105 
     PLOT     i  128  106 
     PLOT     i  127  107 
     PLOT     i  128  108 
     PLOT     i  127  109 
     PLOT     i  126  110 
     PLOT     i  128  110 
     PLOT     i  127  111 
     PLOT     i  128  112 
     PLOT     i  127  113 
     PLOT     i  126  114 
     PLOT     i  125  115 
     PLOT     i  127  115 
     PLOT     i  127  117 
     PLOT     i  127  119 
     PLOT     i  114  089 
     LINE     i  004 -001 
     LINE     i  003 -002 
     LINE     i  003 -004 
     LINE     i  003  005 
     LINE     i  003 -001 
     LINE     i  004  003 
     PLOT     i  133  092 
     LINE     i  002 -004 
     LINE     i -001 -003 
     PLOT     i  114  092 
     LINE     i -001 -005 
     PLOT        136  143 
     LINE     i -001  014 
     LINE     i  000 -013 
     PLOT     i  110  145 
     LINE       -002  015 
     PAPER       007
     BRIGHT      001
     INK         000
     ABS MOVE    115  130 
     BLOCK       001  000  014  005 
     ABS MOVE    131  123 
     BLOCK       001  000  016  005 
     PLOT        134  135 
     LINE        001  000 
     LINE        000 -005 
     LINE        000 -009 
     PLOT        130  122 
     PLOT        130  123 
     PLOT        130  124 
     LINE        001 -002 
     LINE       -001  004 
     LINE        001 -002 
     PLOT        117  126 
     LINE        000 -004 
     PLOT        116  122 
     LINE        000  003 
     PAPER       000
     INK         007
     PLOT        122  144 
     LINE       -001  005 
     PLOT        124  144 
     LINE        000  002 
     PLOT        126  144 
     LINE        001  003 
     PLOT        125  147 
     LINE        000  002 
     INK         002
     BRIGHT      000
     PLOT        140  096 
     LINE        017 -003 
     LINE        002  002 
     LINE        005  001 
     LINE        004 -006 
     LINE        005 -020 
     LINE        001 -006 
     LINE        008  016 
     LINE        001  005 
     LINE        002  002 
     LINE        006  000 
     LINE        002 -001 
     LINE        002 -014 
     LINE       -010 -002 
     LINE       -003 -006 
     LINE       -008  000 
     FILL        003  003 
     LINE       -014  000 
     LINE       -002  004 
     LINE       -003  010 
     LINE       -001 -014 
     PLOT        108  096 
     LINE       -015 -003 
     LINE       -004  003 
     LINE       -004 -002 
     LINE       -005 -021 
     LINE       -001 -009 
     LINE        016  000 
     LINE       -001  013 
     LINE        003 -007 
     LINE        001 -006 
     LINE        056  000 
     PLOT        140  096 
     LINE       -003 -019 
     LINE       -002 -005 
     LINE       -002 -002 
     LINE       -012  001 
     LINE       -006 -001 
     LINE       -003  004 
     LINE       -002  007 
     LINE       -001  015 
     FILL       -019 -012 
     FILL        055 -008 
     PLOT     i  095  074 
     LINE     i -001  005 
     PLOT        154  072 
     LINE     i -001  008 
     PLOT     i  151  078 
     PLOT     i  152  077 
     PLOT     i  151  076 
     PLOT     i  152  075 
     PLOT     i  153  074 
     PLOT     i  152  073 
     PLOT     i  153  072 
     PLOT     i  154  071 
     PLOT     i  153  070 
     PLOT     i  152  069 
     PLOT     i  153  068 
     PLOT     i  152  067 
     PLOT     i  153  066 
     PLOT     i  152  065 
     PLOT     i  153  064 
     PLOT     i  151  064 
     PLOT     i  149  064 
     PLOT     i  148  065 
     PLOT     i  150  065 
     PLOT     i  150  067 
     PLOT        127  070 
     LINE       -009  000 
     PLOT        121  072 
     LINE     i  000 -004 
     PLOT     i  124  072 
     LINE     i -002 -005 
     PLOT     i  126  071 
     LINE     i  001 -003 
     PLOT     i  124  071 
     LINE     i  001 -004 
     PLOT     i  151  068 
     PLOT     i  150  069 
     PLOT     i  152  071 
     PLOT     i  193  084 
     LINE     i -005 -001 
     PLOT     i  194  081 
     LINE     i -004 -003 
     PLOT     i  194  077 
     LINE     i -003 -003 
     LINE     i -003  000 
     PLOT        188  069 
     LINE        000 -005 
     INK         007
     PLOT        193  064 
     LINE        000  007 
     PLOT        191  088 
     LINE        000  032 
     PLOT        187  088 
     LINE        000  032 
     LINE       -009  001 
     LINE       -002  027 
     LINE       -003 -005 
     LINE        005  018 
     LINE        004 -016 
     LINE       -003  003 
     LINE        002 -022 
     LINE        005  000 
     LINE        000  008 
     LINE       -002 -002 
     LINE        004  015 
     LINE        004 -016 
     LINE       -003  003 
     LINE        001 -008 
     LINE        006  000 
     LINE        000  021 
     LINE       -003 -005 
     LINE        004  019 
     LINE        005 -016 
     LINE       -002  002 
     LINE       -001 -025 
     LINE       -007 -002 
     PLOT        088  096 
     LINE       -002  003 
     PLOT        089  096 
     LINE       -001  005 
     PLOT        090  096 
     LINE        002  004 
     PLOT        162  097 
     LINE       -002  003 
     PLOT        164  096 
     LINE        002  002 
     LINE        001  002 
     PLOT        164  097 
     LINE        001  004 
     END

Location  24 graphics flags: Picture.    Ink=7 Paper=0 Bit6=0
     GOSUB    sc=000  003 
     PAPER       000
     INK         002
     PLOT        184  159 
     LINE        027  000 
     PLOT        203  159 
     LINE        000 -010 
     LINE        005  000 
     LINE       -029  000 
     PLOT        189  149 
     LINE        000 -010 
     LINE        009  000 
     PLOT        203  139 
     LINE        000 -009 
     PLOT        213  130 
     END

Location  25 graphics flags: Picture.    Ink=7 Paper=0 Bit6=0
     GOSUB    sc=000  003 
     END

Location  26 graphics flags: Picture.    Ink=7 Paper=0 Bit6=0
     GOSUB    sc=000  001 
     PLOT        040  071 
     LINE        175  000 
     PLOT        159  080 
     LINE        000  023 
     LINE       -063  000 
     LINE        000 -023 
     PLOT        096  103 
     LINE       -003  000 
     LINE        000  004 
     LINE        069  000 
     LINE        000 -004 
     LINE       -004  000 
     PLOT        215  072 
     LINE       -004  005 
     LINE       -011  008 
     LINE       -012  006 
     LINE       -014  004 
     LINE       -015  002 
     PLOT        040  072 
     LINE        002  004 
     LINE        004  005 
     LINE        008  006 
     LINE        008  003 
     LINE        008  002 
     LINE        015  002 
     LINE        010  001 
     PLOT        093  107 
     LINE        005  004 
     LINE        059  000 
     LINE        004 -003 
     PLOT        128  112 
     LINE        000  031 
     LINE        008  000 
     LINE        000 -031 
     PLOT        144  112 
     LINE        000  040 
     LINE       -007 -008 
     PLOT        143  152 
     LINE       -023  000 
     LINE        007 -008 
     PLOT        120  151 
     LINE        000 -040 
     PLOT        175  103 
     LINE        000  049 
     LINE        017 -002 
     LINE        000 -048 
